household_key,beverage_spend,beverage_units,beverage_baskets,beverage_promo_revenue,coupon_baskets,promo_purchase_share,coupon_usage_rate,repeat_purchase_rate,total_spend,total_baskets,avg_basket_value,recency_days,beverage_basket_penetration,frequency,monetary,segment,age_desc,marital_status_code,income_desc,homeowner_desc,hh_comp_desc,household_size_desc,kid_category_desc
24,254.21,143,45,225.06,0,0.8853310255300736,0.0,0.4411764705882353,1911.11,74,25.82581081081081,2,0.6081081081081081,74,254.21,Promo-Sensitive Shoppers,,,,,,,
25,227.53,101,38,185.2,0,0.8139585988660836,0.0,0.37254901960784315,3149.65,94,33.50691489361702,6,0.40425531914893614,94,227.53,Promo-Sensitive Shoppers,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown
26,156.09,126,86,40.9,0,0.2620283169966045,0.0,0.8431372549019608,1937.39,113,17.145044247787613,6,0.7610619469026548,113,156.09,Low-Engagement Shoppers,,,,,,,
27,62.09,54,52,36.04,0,0.5804477371557416,0.0,0.5098039215686274,5736.24,405,14.163555555555556,0,0.12839506172839507,405,62.09,Promo-Sensitive Shoppers,45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown
28,199.28,79,46,140.35,0,0.7042854275391409,0.0,0.45098039215686275,2119.62,125,16.95696,9,0.368,125,199.28,Promo-Sensitive Shoppers,,,,,,,
29,122.95,87,27,63.42,0,0.5158194387962587,0.0,0.2647058823529412,1343.03,69,19.464202898550724,2,0.391304347826087,69,122.95,Promo-Sensitive Shoppers,,,,,,,
30,21.19,10,6,18.810000000000002,0,0.8876828692779614,0.0,0.058823529411764705,622.8,28,22.24285714285714,0,0.21428571428571427,28,21.19,Promo-Sensitive Shoppers,,,,,,,
31,303.2,112,30,291.21,13,0.9604551451187335,0.43333333333333335,0.29411764705882354,4396.9,69,63.723188405797096,1,0.43478260869565216,69,303.2,Coupon-Driven Shoppers,35-44,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
32,196.61,83,35,120.66,1,0.6137022531915975,0.02857142857142857,0.3431372549019608,3381.82,116,29.153620689655174,0,0.3017241379310345,116,196.61,Promo-Sensitive Shoppers,,,,,,,
33,66.24,33,13,37.260000000000005,0,0.5625000000000001,0.0,0.12745098039215685,1200.74,52,23.091153846153848,0,0.25,52,66.24,Promo-Sensitive Shoppers,,,,,,,
34,29.060000000000002,18,10,22.61,0,0.778045423262216,0.0,0.09803921568627451,407.38,36,11.31611111111111,2,0.2777777777777778,36,29.060000000000002,Promo-Sensitive Shoppers,,,,,,,
35,148.09,65,26,76.48,0,0.5164427037612263,0.0,0.2549019607843137,1119.51,60,18.6585,4,0.43333333333333335,60,148.09,Promo-Sensitive Shoppers,,,,,,,
36,187.16,98,48,122.98,0,0.6570848471895705,0.0,0.47058823529411764,4898.25,221,22.164027149321267,3,0.2171945701357466,221,187.16,Promo-Sensitive Shoppers,,,,,,,
37,1785.87,719,32,1508.56,1,0.8447199404211952,0.03125,0.3137254901960784,2976.66,63,47.248571428571424,1,0.5079365079365079,63,1785.87,High-Value Beverage Buyers,,,,,,,
38,111.01,40,11,64.63,1,0.5821998018196558,0.09090909090909091,0.10784313725490197,706.13,27,26.152962962962963,160,0.4074074074074074,27,111.01,Promo-Sensitive Shoppers,,,,,,,
39,662.87,247,47,404.90000000000003,1,0.6108286692715013,0.02127659574468085,0.46078431372549017,5033.66,64,78.6509375,26,0.734375,64,662.87,High-Value Beverage Buyers,35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
40,668.6800000000001,376,165,201.71,0,0.30165400490518635,0.0,1.0,12907.89,400,32.269725,1,0.4125,400,668.6800000000001,High-Value Beverage Buyers,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown
41,309.57,140,52,181.01,0,0.5847142810995898,0.0,0.5098039215686274,3107.13,73,42.56342465753425,4,0.7123287671232876,73,309.57,Promo-Sensitive Shoppers,,,,,,,
42,126.69,67,44,62.089999999999996,2,0.4900939300655142,0.045454545454545456,0.43137254901960786,1985.8600000000001,89,22.31303370786517,1,0.4943820224719101,89,126.69,Promo-Sensitive Shoppers,65+,U,50-74K,Unknown,Single Male,1,None/Unknown
43,50.41,64,39,25.16,0,0.49910731997619523,0.0,0.38235294117647056,884.84,106,8.347547169811321,1,0.36792452830188677,106,50.41,Promo-Sensitive Shoppers,35-44,B,15-24K,Homeowner,2 Adults Kids,5+,3+
44,83.39,48,20,61.19,0,0.7337810289003477,0.0,0.19607843137254902,877.76,32,27.43,83,0.625,32,83.39,Promo-Sensitive Shoppers,,,,,,,
45,104.34,63,34,75.39,0,0.722541690626797,0.0,0.3333333333333333,807.09,57,14.159473684210527,124,0.5964912280701754,57,104.34,Promo-Sensitive Shoppers,,,,,,,
46,656.43,228,69,473.12,1,0.7207470712794968,0.014492753623188406,0.6764705882352942,8433.43,137,61.557883211678835,0,0.5036496350364964,137,656.43,High-Value Beverage Buyers,45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+
47,252.70000000000002,86,33,136.41,0,0.5398100514444004,0.0,0.3235294117647059,2329.13,111,20.983153153153154,3,0.2972972972972973,111,252.70000000000002,Promo-Sensitive Shoppers,,,,,,,
48,23.57,10,6,16.58,0,0.7034365719134492,0.0,0.058823529411764705,1172.83,50,23.456599999999998,2,0.12,50,23.57,Promo-Sensitive Shoppers,19-24,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
49,565.09,217,58,431.8,4,0.764126068413881,0.06896551724137931,0.5686274509803921,6445.03,121,53.26471074380165,9,0.4793388429752066,121,565.09,High-Value Beverage Buyers,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
50,37.339999999999996,28,7,23.98,0,0.6422067487948582,0.0,0.06862745098039216,351.39,15,23.426,36,0.4666666666666667,15,37.339999999999996,Promo-Sensitive Shoppers,,,,,,,
51,95.03,40,31,37.68,0,0.39650636641060716,0.0,0.30392156862745096,3046.86,83,36.70915662650602,1,0.37349397590361444,83,95.03,Low-Engagement Shoppers,,,,,,,
52,627.34,159,68,319.71000000000004,0,0.5096279529441771,0.0,0.6666666666666666,5487.28,139,39.4768345323741,0,0.4892086330935252,139,627.34,High-Value Beverage Buyers,45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
53,96.26,29,24,55.760000000000005,0,0.5792644920008311,0.0,0.23529411764705882,1962.26,56,35.04035714285714,5,0.42857142857142855,56,96.26,Promo-Sensitive Shoppers,,,,,,,
54,22.71,13,5,20.77,0,0.9145750770585644,0.0,0.049019607843137254,103.09,11,9.371818181818183,216,0.45454545454545453,11,22.71,Promo-Sensitive Shoppers,,,,,,,
55,141.41,76,53,79.7,0,0.5636093628456262,0.0,0.5196078431372549,1072.79,141,7.6084397163120565,8,0.375886524822695,141,141.41,Promo-Sensitive Shoppers,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
56,757.53,356,108,362.55,3,0.47859490713239083,0.027777777777777776,1.0,6691.53,201,33.29119402985074,2,0.5373134328358209,201,757.53,High-Value Beverage Buyers,55-64,A,100-124K,Homeowner,2 Adults Kids,4,2
57,230.26,117,50,185.18,1,0.8042213150351777,0.02,0.49019607843137253,3105.87,194,16.009639175257732,2,0.25773195876288657,194,230.26,Promo-Sensitive Shoppers,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
58,395.96000000000004,119,67,353.28000000000003,1,0.8922113344782301,0.014925373134328358,0.6568627450980392,10367.08,268,38.68313432835821,0,0.25,268,395.96000000000004,High-Value Beverage Buyers,25-34,A,150-174K,Homeowner,2 Adults Kids,4,2
59,76.29,37,14,47.02,2,0.6163324157818849,0.14285714285714285,0.13725490196078433,1688.33,44,38.37113636363636,27,0.3181818181818182,44,76.29,Coupon-Driven Shoppers,,,,,,,
60,20.13,9,5,7.67,0,0.381023348236463,0.0,0.049019607843137254,400.94,8,50.1175,14,0.625,8,20.13,Low-Engagement Shoppers,,,,,,,
61,77.24000000000001,25,4,50.0,0,0.6473329880890729,0.0,0.0392156862745098,183.8,11,16.70909090909091,16,0.36363636363636365,11,77.24000000000001,Promo-Sensitive Shoppers,,,,,,,
62,34.24,32,14,25.08,1,0.7324766355140186,0.07142857142857142,0.13725490196078433,359.29,33,10.887575757575759,42,0.42424242424242425,33,34.24,Promo-Sensitive Shoppers,,,,,,,
63,6.49,3,2,2.5,0,0.38520801232665636,0.0,0.0196078431372549,589.6,33,17.866666666666667,1,0.06060606060606061,33,6.49,Low-Engagement Shoppers,,,,,,,
64,318.92,243,110,136.83,0,0.4290417659601154,0.0,1.0,3917.81,264,14.840189393939394,0,0.4166666666666667,264,318.92,Promo-Sensitive Shoppers,,,,,,,
65,124.29,53,32,58.24,0,0.4685815431651782,0.0,0.3137254901960784,2042.17,122,16.73909836065574,40,0.26229508196721313,122,124.29,Promo-Sensitive Shoppers,,,,,,,
66,48.550000000000004,23,11,41.01,0,0.8446961894953655,0.0,0.10784313725490197,395.95,29,13.653448275862068,26,0.3793103448275862,29,48.550000000000004,Promo-Sensitive Shoppers,,,,,,,
67,650.29,267,77,477.44,14,0.7341955127712252,0.18181818181818182,0.7549019607843137,9618.9,227,42.37400881057268,2,0.3392070484581498,227,650.29,High-Value Beverage Buyers,45-54,A,Under 15K,Homeowner,2 Adults Kids,5+,3+
68,747.99,529,357,598.54,5,0.8001978636078022,0.014005602240896359,1.0,4960.77,553,8.970650994575045,5,0.6455696202531646,553,747.99,High-Value Beverage Buyers,,,,,,,
69,648.87,323,96,367.64,0,0.5665849862067902,0.0,0.9411764705882353,5704.34,183,31.171256830601095,0,0.5245901639344263,183,648.87,High-Value Beverage Buyers,,,,,,,
70,4.0,4,1,4.0,0,1.0,0.0,0.00980392156862745,76.4,32,2.3875,6,0.03125,32,4.0,Promo-Sensitive Shoppers,,,,,,,
71,253.53,105,29,223.51,3,0.8815919220605056,0.10344827586206896,0.28431372549019607,3376.03,90,37.51144444444445,0,0.32222222222222224,90,253.53,Coupon-Driven Shoppers,35-44,A,25-34K,Homeowner,Single Female,2,None/Unknown
72,623.97,225,71,346.56,1,0.5554113178518197,0.014084507042253521,0.696078431372549,6473.43,107,60.499345794392525,17,0.6635514018691588,107,623.97,High-Value Beverage Buyers,,,,,,,
73,404.03000000000003,148,78,192.88,0,0.47739029280003953,0.0,0.7647058823529411,2864.18,164,17.46451219512195,49,0.47560975609756095,164,404.03000000000003,High-Value Beverage Buyers,,,,,,,
74,162.41,77,36,162.41,6,1.0,0.16666666666666666,0.35294117647058826,2047.64,131,15.630839694656489,55,0.2748091603053435,131,162.41,Coupon-Driven Shoppers,65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
75,108.43,44,17,71.47,4,0.6591349257585538,0.23529411764705882,0.16666666666666666,1167.09,64,18.23578125,2,0.265625,64,108.43,Coupon-Driven Shoppers,,,,,,,
76,19.38,11,2,19.38,0,1.0,0.0,0.0196078431372549,315.94,16,19.74625,0,0.125,16,19.38,Promo-Sensitive Shoppers,,,,,,,
77,529.69,223,63,357.41,1,0.6747531575072212,0.015873015873015872,0.6176470588235294,6227.1,87,71.57586206896552,1,0.7241379310344828,87,529.69,High-Value Beverage Buyers,35-44,A,100-124K,Homeowner,2 Adults Kids,5+,3+
78,471.23,419,126,176.69,0,0.37495490524796804,0.0,1.0,2505.14,210,11.929238095238095,2,0.6,210,471.23,High-Value Beverage Buyers,55-64,U,25-34K,Unknown,Single Male,1,None/Unknown
79,178.33,118,58,127.56,3,0.715303089777379,0.05172413793103448,0.5686274509803921,3950.12,154,25.65012987012987,3,0.37662337662337664,154,178.33,Promo-Sensitive Shoppers,,,,,,,
80,152.59,117,44,91.28,1,0.5982043384232256,0.022727272727272728,0.43137254901960786,3002.09,94,31.937127659574468,17,0.46808510638297873,94,152.59,Promo-Sensitive Shoppers,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
81,382.44,258,105,263.32,0,0.6885263047798348,0.0,1.0,5553.7,152,36.5375,5,0.6907894736842105,152,382.44,High-Value Beverage Buyers,,,,,,,
82,15.530000000000001,5,5,10.84,0,0.6980038634900193,0.0,0.049019607843137254,566.51,51,11.108039215686274,3,0.09803921568627451,51,15.530000000000001,Promo-Sensitive Shoppers,,,,,,,
83,119.76,40,24,72.46000000000001,0,0.6050434201736807,0.0,0.23529411764705882,1183.74,110,10.761272727272727,1,0.21818181818181817,110,119.76,Promo-Sensitive Shoppers,,,,,,,
84,85.56,46,24,49.52,0,0.5787751285647499,0.0,0.23529411764705882,1208.09,52,23.232499999999998,15,0.46153846153846156,52,85.56,Promo-Sensitive Shoppers,,,,,,,
85,483.08,277,135,345.86,1,0.7159476691231267,0.007407407407407408,1.0,4696.49,282,16.65421985815603,1,0.4787234042553192,282,483.08,High-Value Beverage Buyers,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown
86,811.92,217,26,340.7,1,0.41962262291851415,0.038461538461538464,0.2549019607843137,4019.44,46,87.37913043478261,38,0.5652173913043478,46,811.92,High-Value Beverage Buyers,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown
87,70.3,21,10,24.76,0,0.35220483641536277,0.0,0.09803921568627451,1202.3,45,26.717777777777776,4,0.2222222222222222,45,70.3,Low-Engagement Shoppers,,,,,,,
88,1890.73,752,150,940.79,6,0.4975802996726132,0.04,1.0,11615.66,229,50.723406113537116,3,0.6550218340611353,229,1890.73,High-Value Beverage Buyers,,,,,,,
89,2.0,1,1,2.0,0,1.0,0.0,0.00980392156862745,177.56,11,16.14181818181818,73,0.09090909090909091,11,2.0,Promo-Sensitive Shoppers,,,,,,,
90,30.03,9,5,16.67,0,0.5551115551115552,0.0,0.049019607843137254,490.41,10,49.041000000000004,34,0.5,10,30.03,Promo-Sensitive Shoppers,,,,,,,
91,351.99,260,68,138.63,0,0.3938464160913662,0.0,0.6666666666666666,2899.66,181,16.02022099447514,1,0.3756906077348066,181,351.99,High-Value Beverage Buyers,,,,,,,
92,50.980000000000004,24,17,32.86,0,0.6445664966653589,0.0,0.16666666666666666,1587.38,57,27.848771929824565,6,0.2982456140350877,57,50.980000000000004,Promo-Sensitive Shoppers,,,,,,,
93,312.37,128,64,147.28,2,0.4714921407305439,0.03125,0.6274509803921569,3346.7200000000003,106,31.572830188679248,160,0.6037735849056604,106,312.37,Promo-Sensitive Shoppers,,,,,,,
94,16.68,6,4,13.0,0,0.7793764988009593,0.0,0.0392156862745098,442.64,36,12.295555555555556,13,0.1111111111111111,36,16.68,Promo-Sensitive Shoppers,,,,,,,
95,522.09,239,65,463.58,4,0.8879311996016012,0.06153846153846154,0.6372549019607843,6500.18,308,21.10448051948052,2,0.21103896103896103,308,522.09,High-Value Beverage Buyers,,,,,,,
96,113.97,59,26,55.08,0,0.48328507501974205,0.0,0.2549019607843137,1182.43,59,20.04118644067797,3,0.4406779661016949,59,113.97,Promo-Sensitive Shoppers,,,,,,,
97,333.15,154,71,238.82,0,0.7168542698484166,0.0,0.696078431372549,5323.95,180,29.5775,5,0.39444444444444443,180,333.15,Promo-Sensitive Shoppers,45-54,U,75-99K,Unknown,Single Female,1,None/Unknown
98,389.88,213,115,116.3,0,0.2982969118703191,0.0,1.0,2547.3,205,12.425853658536587,1,0.5609756097560976,205,389.88,High-Value Beverage Buyers,35-44,U,35-49K,Unknown,1 Adult Kids,2,1
99,583.83,382,143,508.35,2,0.8707157905554699,0.013986013986013986,1.0,6926.15,255,27.161372549019607,2,0.5607843137254902,255,583.83,High-Value Beverage Buyers,,,,,,,
100,81.44,46,13,55.2,2,0.6777996070726916,0.15384615384615385,0.12745098039215685,2294.62,33,69.53393939393939,20,0.3939393939393939,33,81.44,Coupon-Driven Shoppers,,,,,,,
101,2397.71,919,77,1892.29,6,0.789207201871786,0.07792207792207792,0.7549019607843137,6651.58,242,27.485867768595043,3,0.3181818181818182,242,2397.71,High-Value Beverage Buyers,45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2
102,53.0,17,6,43.42,1,0.819245283018868,0.16666666666666666,0.058823529411764705,304.84000000000003,8,38.105000000000004,532,0.75,8,53.0,Coupon-Driven Shoppers,,,,,,,
103,46.88,32,21,35.09,0,0.7485068259385665,0.0,0.20588235294117646,541.99,51,10.627254901960784,2,0.4117647058823529,51,46.88,Promo-Sensitive Shoppers,,,,,,,
104,443.01,300,56,339.7,5,0.7667998465045935,0.08928571428571429,0.5490196078431373,6546.74,128,51.14640625,0,0.4375,128,443.01,High-Value Beverage Buyers,35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+
105,356.35,230,99,221.82,6,0.6224779009400869,0.06060606060606061,0.9705882352941176,4591.67,169,27.1696449704142,1,0.5857988165680473,169,356.35,High-Value Beverage Buyers,25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2
106,123.54,42,26,84.2,0,0.6815606281366359,0.0,0.2549019607843137,2014.66,67,30.069552238805972,6,0.3880597014925373,67,123.54,Promo-Sensitive Shoppers,,,,,,,
107,73.22,26,18,35.22,0,0.481016115815351,0.0,0.17647058823529413,1222.83,41,29.82512195121951,29,0.43902439024390244,41,73.22,Promo-Sensitive Shoppers,,,,,,,
108,213.16,107,39,130.76,0,0.6134359166823043,0.0,0.38235294117647056,2671.16,62,43.08322580645161,22,0.6290322580645161,62,213.16,Promo-Sensitive Shoppers,,,,,,,
109,241.13,121,58,101.81,0,0.42222037904864596,0.0,0.5686274509803921,3501.07,104,33.66413461538462,3,0.5576923076923077,104,241.13,Promo-Sensitive Shoppers,25-34,A,15-24K,Homeowner,Single Female,2,None/Unknown
110,153.32,115,58,97.05,0,0.6329898252021915,0.0,0.5686274509803921,3461.32,185,18.70983783783784,0,0.31351351351351353,185,153.32,Promo-Sensitive Shoppers,25-34,U,35-49K,Homeowner,Single Female,1,None/Unknown
111,190.92,88,28,133.21,1,0.6977267965640059,0.03571428571428571,0.27450980392156865,1515.65,51,29.718627450980392,24,0.5490196078431373,51,190.92,Promo-Sensitive Shoppers,,,,,,,
112,117.62,49,15,63.88,0,0.54310491413025,0.0,0.14705882352941177,1342.65,80,16.783125000000002,13,0.1875,80,117.62,Promo-Sensitive Shoppers,,,,,,,
113,857.23,375,100,608.66,3,0.7100311468334052,0.03,0.9803921568627451,15324.95,223,68.72174887892378,2,0.4484304932735426,223,857.23,High-Value Beverage Buyers,35-44,A,125-149K,Homeowner,2 Adults Kids,4,2
114,346.71000000000004,112,53,228.64000000000001,0,0.6594560295347697,0.0,0.5196078431372549,3315.63,88,37.67761363636364,3,0.6022727272727273,88,346.71000000000004,Promo-Sensitive Shoppers,25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
115,905.84,406,65,482.02,2,0.5321248785657511,0.03076923076923077,0.6372549019607843,13262.1,201,65.98059701492538,3,0.32338308457711445,201,905.84,High-Value Beverage Buyers,,,,,,,
116,62.04,31,12,61.269999999999996,3,0.9875886524822695,0.25,0.11764705882352941,647.72,83,7.803855421686747,1,0.14457831325301204,83,62.04,Coupon-Driven Shoppers,,,,,,,
117,311.78,218,79,122.84,1,0.39399576624542954,0.012658227848101266,0.7745098039215687,2568.21,94,27.321382978723406,0,0.8404255319148937,94,311.78,Low-Engagement Shoppers,65+,B,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown
118,525.18,243,55,216.47,0,0.41218248981301653,0.0,0.5392156862745098,4526.21,90,50.291222222222224,4,0.6111111111111112,90,525.18,High-Value Beverage Buyers,45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown
119,179.3,72,24,86.07000000000001,0,0.4800334634690463,0.0,0.23529411764705882,2593.01,62,41.822741935483876,2,0.3870967741935484,62,179.3,Promo-Sensitive Shoppers,45-54,U,125-149K,Unknown,Single Male,1,None/Unknown
120,3.34,2,1,3.34,0,1.0,0.0,0.00980392156862745,242.32,19,12.753684210526316,58,0.05263157894736842,19,3.34,Promo-Sensitive Shoppers,,,,,,,
121,147.1,82,47,97.39,1,0.6620666213460231,0.02127659574468085,0.46078431372549017,2225.58,112,19.87125,42,0.41964285714285715,112,147.1,Promo-Sensitive Shoppers,45-54,U,25-34K,Unknown,2 Adults Kids,3,1
122,187.0,123,63,121.05,0,0.6473262032085562,0.0,0.6176470588235294,2354.22,132,17.834999999999997,40,0.4772727272727273,132,187.0,Promo-Sensitive Shoppers,,,,,,,
123,249.11,90,64,173.41,0,0.6961181807233752,0.0,0.6274509803921569,3222.65,174,18.520977011494253,20,0.367816091954023,174,249.11,Promo-Sensitive Shoppers,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
124,33.77,23,10,21.62,0,0.6402132069884513,0.0,0.09803921568627451,683.41,61,11.203442622950819,0,0.16393442622950818,61,33.77,Promo-Sensitive Shoppers,,,,,,,
125,877.6800000000001,396,139,776.24,8,0.8844225685899189,0.05755395683453238,1.0,10601.5,358,29.613128491620113,7,0.388268156424581,358,877.6800000000001,High-Value Beverage Buyers,,,,,,,
126,113.03,58,20,83.64,0,0.7399805361408476,0.0,0.19607843137254902,853.45,31,27.530645161290323,12,0.6451612903225806,31,113.03,Promo-Sensitive Shoppers,,,,,,,
127,174.19,86,47,140.67,4,0.8075664504276938,0.0851063829787234,0.46078431372549017,4658.2300000000005,191,24.3886387434555,0,0.24607329842931938,191,174.19,Promo-Sensitive Shoppers,45-54,U,25-34K,Unknown,Single Female,1,None/Unknown
128,142.15,75,29,67.62,0,0.4756946887091101,0.0,0.28431372549019607,1381.08,41,33.68487804878048,0,0.7073170731707317,41,142.15,Promo-Sensitive Shoppers,,,,,,,
129,25.07,15,12,22.0,0,0.8775428799361787,0.0,0.11764705882352941,475.73,40,11.89325,21,0.3,40,25.07,Promo-Sensitive Shoppers,,,,,,,
130,23.35,20,6,5.890000000000001,0,0.25224839400428267,0.0,0.058823529411764705,511.62,20,25.581,373,0.3,20,23.35,Low-Engagement Shoppers,,,,,,,
131,408.24,226,115,335.43,3,0.8216490299823633,0.02608695652173913,1.0,6156.22,354,17.39045197740113,2,0.3248587570621469,354,408.24,High-Value Beverage Buyers,45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown
132,190.59,87,45,142.36,0,0.7469437011385698,0.0,0.4411764705882353,2875.2400000000002,98,29.33918367346939,6,0.45918367346938777,98,190.59,Promo-Sensitive Shoppers,,,,,,,
133,306.58,104,31,218.96,4,0.714201839650336,0.12903225806451613,0.30392156862745096,3823.89,75,50.9852,5,0.41333333333333333,75,306.58,Coupon-Driven Shoppers,45-54,A,Under 15K,Homeowner,Single Male,2,None/Unknown
